STATE,EVENT_TYPE,CZ_NAME,BEGIN_DATE_TIME,BEGIN_LAT,BEGIN_LON
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-01-29,61.7763,-149.9281
CALIFORNIA,High Wind,VENTURA COUNTY MOUNTAINS,2020-01-29,61.7405,-157.0284
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-02-10,61.6541,-159.0627
OHIO,Thunderstorm Wind,MADISON,2020-03-28,61.6484,-159.0791
OHIO,Thunderstorm Wind,LICKING,2020-03-28,60.8325,-161.5097
OHIO,Hail,GREENE,2020-03-28,60.5181,-151.139
OHIO,Hail,GREENE,2020-03-28,49.0007,-114.5026
OHIO,Hail,GREENE,2020-03-28,48.9933,-106.182
OHIO,Hail,FAIRFIELD,2020-03-28,48.98,-106.13
OHIO,Hail,LICKING,2020-03-28,48.87,-106.95
OHIO,Hail,LICKING,2020-03-28,48.78,-105.29
OHIO,Thunderstorm Wind,GREENE,2020-03-28,48.7,-106.31
OHIO,Thunderstorm Wind,LOGAN,2020-03-28,48.6984,-116.2073
OHIO,Thunderstorm Wind,SHELBY,2020-03-28,48.6984,-116.2073
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-01-02,48.68,-107.2
CALIFORNIA,High Wind,VENTURA COUNTY MOUNTAINS,2020-01-02,48.67,-106.48
CALIFORNIA,High Wind,SANTA BARBARA COUNTY MOUNTAINS,2020-01-05,48.64,-106.41
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-01-05,48.6,-107.08
CALIFORNIA,High Wind,VENTURA COUNTY MOUNTAINS,2020-01-05,48.58,-106.32
OHIO,Thunderstorm Wind,GREENE,2020-03-28,48.58,-106.32
OHIO,Thunderstorm Wind,CLARK,2020-03-28,48.56,-106.05
OHIO,Thunderstorm Wind,GREENE,2020-03-28,48.4587,-116.3398
OHIO,Hail,LOGAN,2020-03-28,48.4317,-107.2143
OHIO,Hail,UNION,2020-03-28,48.34,-99.57
OHIO,Flash Flood,DARKE,2020-03-28,48.3234,-106.8371
CALIFORNIA,High Wind,SANTA BARBARA COUNTY MOUNTAINS,2020-01-28,48.32,-105.7
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-02-02,48.3191,-106.8463
CALIFORNIA,High Wind,VENTURA COUNTY MOUNTAINS,2020-02-02,48.2994,-116.56
CALIFORNIA,High Wind,LOS ANGELES COUNTY MOUNTAINS EXCLUDING THE SANTA MONICA RANGE,2020-02-04,48.2823,-116.348
KENTUCKY,Thunderstorm Wind,OWEN,2020-03-28,48.27,-111.82
OHIO,Flood,LICKING,2020-03-28,48.27,-99.28
OHIO,Hail,PREBLE,2020-03-28,48.22,-88.37
OHIO,Thunderstorm Wind,GREENE,2020-03-28,48.22,-88.37
OHIO,Flood,MONTGOMERY,2020-03-03,48.2052,-117.728
SOUTH CAROLINA,Thunderstorm Wind,ALLENDALE,2020-03-31,48.2,-106.63
SOUTH CAROLINA,Thunderstorm Wind,COLLETON,2020-03-31,48.2,-106.63
SOUTH CAROLINA,Thunderstorm Wind,COLLETON,2020-03-31,48.2,-106.59
SOUTH CAROLINA,Thunderstorm Wind,COLLETON,2020-03-31,48.1806,-106.6099
GEORGIA,Thunderstorm Wind,SCREVEN,2020-03-31,48.18,-106.64
GEORGIA,Thunderstorm Wind,BULLOCH,2020-03-03,48.16,-106.49
MISSOURI,Hail,REYNOLDS,2020-03-02,48.15,-106.48
SOUTH CAROLINA,Thunderstorm Wind,JASPER,2020-03-31,48.1328,-106.3762
MISSOURI,Hail,REYNOLDS,2020-03-02,48.13,-106.36
MISSOURI,Hail,ST. FRANCOIS,2020-03-02,48.12,-117.17
MISSOURI,Hail,MADISON,2020-03-02,48.1141,-105.2036
ILLINOIS,Hail,WASHINGTON,2020-03-02,48.09,-106.57
MISSOURI,Hail,BOONE,2020-03-27,48.0895,-114.1858
MISSOURI,Hail,WARREN,2020-03-27,48.08,-106.25
GEORGIA,Flash Flood,FORSYTH,2020-02-06,48.02,-106.35
GEORGIA,Flash Flood,CHEROKEE,2020-02-06,48.01,-106.45
GEORGIA,Flash Flood,FULTON,2020-02-06,48.01,-106.4
GEORGIA,Flash Flood,FANNIN,2020-02-06,47.9528,-97.4798
TEXAS,Thunderstorm Wind,SHELBY,2020-04-29,47.95,-104.94
NORTH CAROLINA,Winter Storm,NASH,2020-02-20,47.94,-106.24
NORTH CAROLINA,Winter Storm,EDGECOMBE,2020-02-20,47.8169,-112.1842
GEORGIA,Flash Flood,BARTOW,2020-02-06,47.8,-107.02
GEORGIA,Flash Flood,BARTOW,2020-02-06,47.77,-89.22
GEORGIA,Flash Flood,BARTOW,2020-02-06,47.76,-106.15
GEORGIA,Flash Flood,BARTOW,2020-02-06,47.75,-116.91
MISSOURI,Hail,ST. LOUIS,2020-03-27,47.73,-117.48
SOUTH CAROLINA,Flash Flood,PICKENS,2020-02-06,47.72,-111.68
NORTH CAROLINA,Tornado,CABARRUS,2020-02-06,47.7098,-114.3143
GEORGIA,Flash Flood,FULTON,2020-02-06,47.68,-111.92
GEORGIA,Flash Flood,FULTON,2020-02-06,47.6665,-111.7129
GEORGIA,Flash Flood,FULTON,2020-02-06,47.66,-92.2
NEW YORK,Strong Wind,NORTHEAST SUFFOLK,2020-02-27,47.6502,-120.1501
NEW JERSEY,Strong Wind,EASTERN BERGEN,2020-02-27,47.65,-118.28
NEW YORK,High Wind,NORTHEAST SUFFOLK,2020-02-07,47.62,-117.53
NEW YORK,High Wind,SOUTHEAST SUFFOLK,2020-02-07,47.6,-105.97
NEW YORK,High Wind,NORTHWEST SUFFOLK,2020-02-07,47.57,-111.5286
NEW YORK,High Wind,SOUTHWEST SUFFOLK,2020-02-07,47.57,-106.15
NEW YORK,High Wind,SOUTHERN QUEENS,2020-02-07,47.57,-106.22
NEW YORK,High Wind,NORTHERN NASSAU,2020-02-07,47.56,-107.53
CONNECTICUT,High Wind,SOUTHERN NEW LONDON,2020-02-07,47.56,-106.23
NEW JERSEY,Strong Wind,EASTERN UNION,2020-02-07,47.53,-111.5
NEW YORK,Strong Wind,SOUTHERN NASSAU,2020-02-07,47.5,-112.38
NEW YORK,Strong Wind,NORTHERN QUEENS,2020-02-07,47.47,-105.8
CONNECTICUT,Strong Wind,SOUTHERN FAIRFIELD,2020-02-07,47.47,-105.78
CONNECTICUT,Strong Wind,SOUTHERN NEW HAVEN,2020-02-07,47.42,-105.56
NEW JERSEY,Strong Wind,HUDSON,2020-02-07,47.42,-105.6
NEVADA,High Wind,GREATER LAKE TAHOE AREA,2020-01-03,47.42,-117.53
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.4,-118.34
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.33,-106.95
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.33,-106.17
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.3,-105.76
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.29,-105.84
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,47.2829,-111.4301
MISSOURI,Hail,STE. GENEVIEVE,2020-03-28,47.28,-105.84
OHIO,Flash Flood,LICKING,2020-03-28,47.25,-106.32
OHIO,Flash Flood,LICKING,2020-03-28,47.25,-106.32
OHIO,Flood,SHELBY,2020-03-28,47.2233,-110.4837
OHIO,Flood,LOGAN,2020-03-28,47.1923,-109.7784
OHIO,Flash Flood,LICKING,2020-03-28,47.18,-87.23
OHIO,Flash Flood,DELAWARE,2020-03-28,47.18,-87.23
ARIZONA,Flash Flood,MARICOPA,2020-03-12,47.18,-87.23
ARIZONA,Heavy Rain,MARICOPA,2020-03-18,47.18,-87.23
GULF OF MEXICO,Marine Thunderstorm Wind,TAMPA BAY,2020-02-26,47.18,-87.23
GULF OF MEXICO,Marine Thunderstorm Wind,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,2020-02-26,47.14,-118.37
GULF OF MEXICO,Marine Thunderstorm Wind,COASTAL WATERS FROM BONITA BEACH TO ENGLEWOOD FL OUT 20 NM,2020-02-26,47.0779,-107.5586
ARIZONA,Hail,MARICOPA,2020-03-13,47.05,-109.88
CALIFORNIA,Flood,IMPERIAL,2020-03-12,47.0479,-109.4985
ARIZONA,Flash Flood,MARICOPA,2020-03-12,47.033,-105.775
GULF OF MEXICO,Marine Thunderstorm Wind,COASTAL WATERS FROM BONITA BEACH TO ENGLEWOOD FL OUT 20 NM,2020-02-26,47.02,-104.31
GULF OF MEXICO,Marine Thunderstorm Wind,COASTAL WATERS FROM BONITA BEACH TO ENGLEWOOD FL OUT 20 NM,2020-02-26,47.02,-104.33
ARIZONA,Funnel Cloud,MARICOPA,2020-03-13,47,-108.35
ARIZONA,Hail,PINAL,2020-03-18,46.9844,-118.3427
CALIFORNIA,Flash Flood,IMPERIAL,2020-03-12,46.95,-105.8
ARIZONA,Thunderstorm Wind,MARICOPA,2020-03-18,46.95,-105.8
SOUTH CAROLINA,Thunderstorm Wind,ALLENDALE,2020-03-31,46.93,-104.05
GULF OF MEXICO,Marine Thunderstorm Wind,TARPON SPRINGS TO SUWANNEE RIVER FL OUT 20NM,2020-02-06,46.93,-121.07
GULF OF MEXICO,Marine Thunderstorm Wind,ENGLEWOOD TO TARPON SPRINGS FL OUT 20NM,2020-02-06,46.92,-104.05
ARIZONA,Flood,LA PAZ,2020-03-12,46.92,-104.01
ARKANSAS,Hail,CRAIGHEAD,2020-03-01,46.91,-117.08
GULF OF MEXICO,Marine Thunderstorm Wind,COASTAL WATERS FROM BONITA BEACH TO ENGLEWOOD FL OUT 20 NM,2020-02-07,46.9023,-104.7521
OHIO,Flood,LICKING,2020-03-29,46.8692,-114.066
OHIO,Flood,SHELBY,2020-03-29,46.8619,-67.9557
GULF OF MEXICO,Marine Thunderstorm Wind,TARPON SPRINGS TO SUWANNEE RIVER FL OUT 20NM,2020-02-06,46.83,-106.27
GULF OF MEXICO,Marine High Wind,TAMPA BAY,2020-02-06,46.83,-106.27
GULF OF MEXICO,Marine Thunderstorm Wind,ENGLEWOOD TO TARPON SPRINGS FL 20 TO 60NM,2020-02-06,46.75,-119.94
GULF OF MEXICO,Marine Thunderstorm Wind,TAMPA BAY,2020-02-06,46.75,-118.32
SOUTH CAROLINA,Strong Wind,JASPER,2020-03-06,46.7328,-117.0343
SOUTH CAROLINA,Thunderstorm Wind,ALLENDALE,2020-03-31,46.7328,-117.0343
FLORIDA,High Wind,EASTERN ALACHUA,2020-02-06,46.73,-117.2
FLORIDA,Thunderstorm Wind,SUWANNEE,2020-02-06,46.7282,-116.9546
GEORGIA,Thunderstorm Wind,WARE,2020-02-06,46.7264,-117.1682
GEORGIA,Thunderstorm Wind,COFFEE,2020-02-06,46.7243,-88.6693
GEORGIA,Thunderstorm Wind,BACON,2020-02-06,46.7241,-116.9722
FLORIDA,Thunderstorm Wind,HAMILTON,2020-02-06,46.72,-102.09
GEORGIA,Thunderstorm Wind,JEFF DAVIS,2020-02-06,46.72,-87.41
GEORGIA,Thunderstorm Wind,ATKINSON,2020-02-06,46.7166,-120.6919
ARKANSAS,Tornado,ASHLEY,2020-01-11,46.7165,-68.2205
FLORIDA,High Wind,WESTERN ALACHUA,2020-02-06,46.7129,-117.1693
FLORIDA,High Wind,SUWANNEE,2020-02-06,46.702,-117.175
FLORIDA,High Wind,UNION,2020-02-06,46.7,-102.06
GEORGIA,Thunderstorm Wind,WARE,2020-02-06,46.6912,-112.1135
GEORGIA,Thunderstorm Wind,ECHOLS,2020-02-06,46.6802,-118.8849
GEORGIA,Thunderstorm Wind,CLINCH,2020-02-06,46.68,-85.97
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,46.68,-85.97
NEVADA,High Wind,GREATER RENO/CARSON CITY/MINDEN AREA,2020-01-04,46.66,-107.22
NEVADA,High Wind,RUBY MOUNTAINS/E HUMBOLDT RANGE,2020-02-07,46.6523,-118.415
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.65,-117.01
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.64,-101.39
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.64,-102.05
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.64,-118.56
NEVADA,High Wind,SOUTH-CENTRAL ELKO,2020-02-03,46.61,-109.11
NEVADA,High Wind,SOUTH-CENTRAL ELKO,2020-02-03,46.6,-101.53
NEVADA,High Wind,SOUTH-CENTRAL ELKO,2020-02-03,46.5972,-118.2184
NEVADA,High Wind,RUBY MOUNTAINS/E HUMBOLDT RANGE,2020-02-03,46.59,-101.36
NEVADA,High Wind,NORTHWESTERN NYE,2020-02-03,46.57,-105.68
NEVADA,High Wind,HUMBOLDT,2020-02-03,46.56,-105.63
NEW YORK,Strong Wind,SOUTHERN QUEENS,2020-02-27,46.56,-105.63
NEW YORK,Strong Wind,NORTHWEST SUFFOLK,2020-02-27,46.55,-120.47
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.53,-109.34
NEVADA,High Wind,SOUTH-CENTRAL ELKO,2020-02-07,46.51,-105.7
NEVADA,High Wind,WHITE PINE,2020-02-03,46.5,-120.47
NORTH CAROLINA,Flash Flood,WAKE,2020-02-06,46.49,-116.73
NORTH CAROLINA,Flash Flood,CUMBERLAND,2020-02-06,46.48,-95.08
NORTH CAROLINA,Hail,FRANKLIN,2020-02-06,46.47,-95.23
NORTH CAROLINA,Thunderstorm Wind,STANLY,2020-02-06,46.4527,-114.1936
NORTH CAROLINA,Thunderstorm Wind,STANLY,2020-02-06,46.45,-94.94
NORTH CAROLINA,Thunderstorm Wind,STANLY,2020-02-06,46.44,-95.13
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.43,-105.74
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.43,-105.89
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.43,-105.89
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.43,-95.56
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.42,-105.69
NORTH CAROLINA,Thunderstorm Wind,NASH,2020-02-06,46.42,-105.66
NORTH CAROLINA,Thunderstorm Wind,FRANKLIN,2020-02-06,46.42,-105.66
NORTH CAROLINA,Thunderstorm Wind,FRANKLIN,2020-02-06,46.41,-105.82
NORTH CAROLINA,Thunderstorm Wind,FORSYTH,2020-02-06,46.41,-94.33
NORTH CAROLINA,Thunderstorm Wind,ORANGE,2020-02-06,46.41,-94.79
NORTH CAROLINA,Thunderstorm Wind,ALAMANCE,2020-02-06,46.4,-105.62
NORTH CAROLINA,Thunderstorm Wind,CHATHAM,2020-02-06,46.38,-105.58
NORTH CAROLINA,Thunderstorm Wind,CHATHAM,2020-02-06,46.38,-96.13
NORTH CAROLINA,Thunderstorm Wind,CHATHAM,2020-02-06,46.37,-102.06
NORTH CAROLINA,Thunderstorm Wind,RANDOLPH,2020-02-06,46.37,-96.44
NORTH CAROLINA,Thunderstorm Wind,FRANKLIN,2020-02-06,46.35,-109.52
NORTH CAROLINA,Thunderstorm Wind,STANLY,2020-02-06,46.34,-94.28
NORTH CAROLINA,Thunderstorm Wind,ORANGE,2020-02-06,46.33,-119.28
NORTH CAROLINA,Strong Wind,RANDOLPH,2020-02-07,46.32,-117.98
NORTH CAROLINA,Strong Wind,DURHAM,2020-02-07,46.3134,-118.328
NORTH CAROLINA,Strong Wind,PERSON,2020-02-07,46.31,-105.76
NORTH CAROLINA,Strong Wind,RANDOLPH,2020-02-07,46.3,-109.26
NORTH CAROLINA,Strong Wind,STANLY,2020-02-07,46.3,-108.94
NORTH CAROLINA,Strong Wind,RICHMOND,2020-02-07,46.3,-96.72
NORTH CAROLINA,Thunderstorm Wind,CHATHAM,2020-02-06,46.28,-106.28
NORTH CAROLINA,Strong Wind,GRANVILLE,2020-02-07,46.27,-109.23
NORTH CAROLINA,Tornado,STANLY,2020-02-06,46.2688,-118.0541
NORTH CAROLINA,Thunderstorm Wind,RANDOLPH,2020-02-06,46.23,-106.05
NORTH CAROLINA,Hail,WAKE,2020-02-06,46.23,-119.08
NORTH CAROLINA,Hail,WAKE,2020-02-06,46.22,-105.69
NORTH CAROLINA,Hail,WAKE,2020-02-06,46.2165,-84.3038
NORTH CAROLINA,Strong Wind,HOKE,2020-02-07,46.2,-119.12
NORTH CAROLINA,Thunderstorm Wind,HALIFAX,2020-02-06,46.2,-119.77
NORTH CAROLINA,Tornado,RANDOLPH,2020-02-06,46.17,-109.77
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.0501,-91.3836
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,46.0407,-95.8287
NORTH CAROLINA,Thunderstorm Wind,ORANGE,2020-02-06,46.03,-118.67
NORTH CAROLINA,Thunderstorm Wind,CUMBERLAND,2020-02-06,45.97,-108.17
NORTH CAROLINA,Thunderstorm Wind,SCOTLAND,2020-02-06,45.97,-109.26
NORTH CAROLINA,Flash Flood,ANSON,2020-02-06,45.95,-117.45
NORTH CAROLINA,Thunderstorm Wind,STANLY,2020-02-06,45.94,-100.94
NORTH CAROLINA,Flash Flood,WAKE,2020-02-06,45.94,-105.65
NORTH CAROLINA,Winter Storm,WARREN,2020-02-20,45.93,-98.22
NORTH CAROLINA,Winter Weather,HARNETT,2020-02-20,45.93,-98.22
NORTH CAROLINA,Flash Flood,CUMBERLAND,2020-02-06,45.93,-98.22
NORTH CAROLINA,Winter Storm,WAYNE,2020-02-20,45.93,-98.22
NORTH CAROLINA,Winter Weather,CHATHAM,2020-02-20,45.93,-98.22
NORTH CAROLINA,Winter Storm,PERSON,2020-02-20,45.93,-118.38
NORTH CAROLINA,Strong Wind,VANCE,2020-02-07,45.92,-119.46
NORTH CAROLINA,Strong Wind,FRANKLIN,2020-02-07,45.9145,-119.3492
NORTH CAROLINA,Strong Wind,WARREN,2020-02-07,45.87,-118.93
NORTH CAROLINA,Strong Wind,NASH,2020-02-07,45.8505,-119.3094
NORTH CAROLINA,Strong Wind,EDGECOMBE,2020-02-07,45.85,-118.7747
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,45.85,-118.8162
NORTH CAROLINA,Thunderstorm Wind,WAKE,2020-02-06,45.83,-119.27
NORTH CAROLINA,Thunderstorm Wind,FORSYTH,2020-02-06,45.83,-119.72
NORTH CAROLINA,Thunderstorm Wind,FORSYTH,2020-02-06,45.82,-120
NORTH CAROLINA,Thunderstorm Wind,GUILFORD,2020-02-06,45.82,-91.89
NORTH CAROLINA,Tornado,ROWAN,2020-02-06,45.81,-92.2
NORTH CAROLINA,Winter Weather,ROWAN,2020-02-21,45.79,-109.84
NORTH CAROLINA,Winter Weather,AVERY,2020-02-26,45.77,-118.653
NORTH CAROLINA,Winter Weather,HAYWOOD,2020-02-26,45.75,-120.48
NORTH CAROLINA,Winter Weather,MADISON,2020-02-26,45.73,-98.5
NORTH CAROLINA,Winter Weather,MITCHELL,2020-02-26,45.7255,-120.2192
NORTH CAROLINA,Winter Weather,NORTHERN JACKSON,2020-02-26,45.72,-98.94
NORTH CAROLINA,Winter Weather,SWAIN,2020-02-26,45.71,-109.54
NORTH CAROLINA,Winter Weather,YANCEY,2020-02-26,45.69,-97.78
NORTH CAROLINA,Winter Weather,BUNCOMBE,2020-02-28,45.69,-98.17
NORTH CAROLINA,Winter Weather,AVERY,2020-02-28,45.6855,-118.5309
NORTH CAROLINA,Flood,UNION,2020-02-06,45.68,-98.02
NORTH CAROLINA,Winter Weather,GRAHAM,2020-02-28,45.68,-98.52
NORTH CAROLINA,Winter Weather,HAYWOOD,2020-02-28,45.6723,-120.8257
NORTH CAROLINA,Winter Weather,MACON,2020-02-28,45.67,-118.9036
NORTH CAROLINA,Winter Weather,MADISON,2020-02-28,45.66,-110.56
NORTH CAROLINA,Winter Weather,MCDOWELL MOUNTAINS,2020-02-28,45.66,-97.05
NORTH CAROLINA,Winter Weather,MITCHELL,2020-02-28,45.65,-96.42
NORTH CAROLINA,Winter Weather,NORTHERN JACKSON,2020-02-28,45.65,-68.08
NORTH CAROLINA,Winter Weather,SWAIN,2020-02-28,45.6323,-91.3944
TENNESSEE,Thunderstorm Wind,FAYETTE,2020-03-28,45.63,-106.51
TENNESSEE,Thunderstorm Wind,LAUDERDALE,2020-03-28,45.6297,-119.1286
TENNESSEE,Thunderstorm Wind,MADISON,2020-03-28,45.58,-103.73
NORTH CAROLINA,Winter Weather,YANCEY,2020-02-28,45.579,-103.98
NORTH CAROLINA,Winter Weather,AVERY,2020-02-07,45.56,-94.17
GEORGIA,Flash Flood,FRANKLIN,2020-02-06,45.55,-103.98
GEORGIA,Flood,HART,2020-02-06,45.55,-103.98
TENNESSEE,Thunderstorm Wind,CARROLL,2020-03-28,45.54,-98.8
TENNESSEE,Thunderstorm Wind,HENRY,2020-03-28,45.5274,-68.3335
TENNESSEE,Thunderstorm Wind,BENTON,2020-03-28,45.5,-104.59
TENNESSEE,Thunderstorm Wind,HENDERSON,2020-03-28,45.48,-104.49
NORTH CAROLINA,Winter Weather,MONTGOMERY,2020-02-20,45.38,-89.19
NORTH CAROLINA,Winter Weather,STANLY,2020-02-20,45.38,-104.52
TENNESSEE,Thunderstorm Wind,CHESTER,2020-03-28,45.38,-104.48
NORTH CAROLINA,Winter Weather,SCOTLAND,2020-02-20,45.38,-90.3
NORTH CAROLINA,Winter Weather,RUTHERFORD MOUNTAINS,2020-02-21,45.37,-105.04
NORTH CAROLINA,Winter Weather,SOUTHERN JACKSON,2020-02-21,45.35,-117.23
NORTH CAROLINA,Winter Weather,SWAIN,2020-02-21,45.35,-90.3
NORTH CAROLINA,Winter Weather,BURKE MOUNTAINS,2020-02-28,45.3433,-120.7958
NORTH CAROLINA,Winter Weather,CALDWELL MOUNTAINS,2020-02-28,45.33,-118.17
NORTH CAROLINA,Winter Weather,TRANSYLVANIA,2020-02-21,45.3257,-120.9322
NORTH CAROLINA,Winter Weather,YANCEY,2020-02-21,45.31,-104.47
NORTH CAROLINA,Strong Wind,CHATHAM,2020-02-07,45.31,-104.81
NORTH CAROLINA,Tornado,GASTON,2020-02-06,45.3,-91.89
GEORGIA,Winter Weather,RABUN,2020-02-21,45.2788,-118.2428
NORTH CAROLINA,Winter Weather,DAVIE,2020-02-21,45.25,-105.32
NORTH CAROLINA,Winter Weather,IREDELL,2020-02-21,45.24,-98.44
GEORGIA,Thunderstorm Wind,GLYNN,2020-02-06,45.24,-98.71
NORTH CAROLINA,Strong Wind,HARNETT,2020-02-07,45.24,-98.41
NORTH CAROLINA,Strong Wind,SAMPSON,2020-02-07,45.24,-98.41
NORTH CAROLINA,Tornado,UNION,2020-02-06,45.24,-98.41
FLORIDA,Thunderstorm Wind,UNION,2020-02-06,45.24,-98.41
GEORGIA,Thunderstorm Wind,BRANTLEY,2020-02-06,45.23,-120.18
FLORIDA,Thunderstorm Wind,GILCHRIST,2020-02-06,45.23,-88.01
GEORGIA,Winter Weather,ELBERT,2020-02-08,45.21,-104.26
GEORGIA,Winter Weather,HART,2020-02-08,45.19,-87.5539
SOUTH CAROLINA,Winter Weather,ANDERSON,2020-02-08,45.1753,-69.2612
SOUTH CAROLINA,Winter Weather,GREATER GREENVILLE,2020-02-08,45.17,-105.78
FLORIDA,Thunderstorm Wind,ALACHUA,2020-02-06,45.16,-104.3
GEORGIA,Winter Storm,FRANKLIN,2020-02-08,45.1355,-118.9111
GEORGIA,Winter Storm,HABERSHAM,2020-02-08,45.1316,-87.2714
GEORGIA,Winter Storm,RABUN,2020-02-08,45.13,-87.23
GEORGIA,Winter Storm,STEPHENS,2020-02-08,45.12,-121.3085
NORTH CAROLINA,Winter Storm,GRAHAM,2020-02-08,45.1,-92.62
NORTH CAROLINA,Winter Weather,NORTHERN JACKSON,2020-02-08,45.09,-105.34
FLORIDA,Thunderstorm Wind,ALACHUA,2020-02-06,45.0819,-120.8859
FLORIDA,Thunderstorm Wind,BRADFORD,2020-02-06,45.0788,-119.0025
SOUTH CAROLINA,Winter Weather,GREATER PICKENS,2020-02-08,45,-118.7453
SOUTH CAROLINA,Winter Weather,GREENVILLE MOUNTAINS,2020-02-08,44.99,-105.2
SOUTH CAROLINA,Winter Weather,PICKENS MOUNTAINS,2020-02-08,44.98,-74.47
ARIZONA,Flash Flood,MARICOPA,2020-03-13,44.97,-74.73
TENNESSEE,Hail,DECATUR,2020-03-03,44.97,-91.85
ARKANSAS,Flash Flood,LEE,2020-03-24,44.97,-70.64
TENNESSEE,Thunderstorm Wind,SHELBY,2020-03-28,44.97,-116.3
GEORGIA,Flood,HABERSHAM,2020-02-06,44.96,-90.8
NORTH CAROLINA,Winter Weather,SOUTHERN JACKSON,2020-02-08,44.95,-90.56
NORTH CAROLINA,Winter Weather,MACON,2020-02-08,44.95,-90.57
NORTH CAROLINA,Winter Weather,TRANSYLVANIA,2020-02-08,44.94,-91.93
NORTH CAROLINA,Winter Weather,SWAIN,2020-02-08,44.93,-74.85
CALIFORNIA,Heavy Rain,IMPERIAL,2020-03-12,44.93,-89.63
CALIFORNIA,Flash Flood,IMPERIAL,2020-03-10,44.929,-116.08
ARKANSAS,Hail,MISSISSIPPI,2020-03-01,44.9223,-119.5644
NORTH CAROLINA,Winter Weather,CALDWELL MOUNTAINS,2020-02-21,44.92,-73.12
NORTH CAROLINA,Winter Weather,HAYWOOD,2020-02-21,44.9111,-87.8442
ARIZONA,Flash Flood,MARICOPA,2020-03-13,44.9111,-87.8442
NORTH CAROLINA,Winter Weather,AVERY,2020-02-21,44.9111,-87.8442
NORTH CAROLINA,Winter Weather,BUNCOMBE,2020-02-21,44.9111,-87.8442
NORTH CAROLINA,Winter Weather,BURKE MOUNTAINS,2020-02-21,44.9111,-87.8442
NORTH CAROLINA,Winter Weather,GRAHAM,2020-02-21,44.9,-73.8
TENNESSEE,Thunderstorm Wind,CARROLL,2020-03-02,44.9,-73.71
TENNESSEE,Thunderstorm Wind,CARROLL,2020-03-02,44.9,-91.87
TENNESSEE,Hail,BENTON,2020-03-02,44.8782,-87.8899
TENNESSEE,Hail,HENDERSON,2020-03-03,44.8623,-91.4823
TENNESSEE,Hail,DECATUR,2020-03-03,44.85,-91.93
MISSISSIPPI,Hail,LAFAYETTE,2020-03-23,44.84,-91.4901
ARIZONA,Heavy Rain,MARICOPA,2020-03-13,44.84,-91.59
NORTH CAROLINA,Winter Weather,HENDERSON,2020-02-21,44.8345,-119.42
NORTH CAROLINA,Winter Weather,MACON,2020-02-21,44.83,-91.54
NORTH CAROLINA,Winter Weather,MADISON,2020-02-21,44.83,-119.78
NORTH CAROLINA,Winter Weather,MCDOWELL MOUNTAINS,2020-02-21,44.83,-87.38
NORTH CAROLINA,Winter Weather,MITCHELL,2020-02-21,44.81,-87.92
NORTH CAROLINA,Winter Weather,NORTHERN JACKSON,2020-02-21,44.8098,-87.9037
NORTH CAROLINA,Winter Weather,POLK MOUNTAINS,2020-02-21,44.8057,-71.8886
NORTH CAROLINA,Winter Weather,MITCHELL,2020-02-07,44.8,-97.09
SOUTH CAROLINA,Thunderstorm Wind,OCONEE,2020-02-13,44.8,-120.122
SOUTH CAROLINA,Thunderstorm Wind,OCONEE,2020-02-13,44.8,-87.45
